,0
48549,"""MN"""
48550,"""MN"""
48551,"""MN"""
48552,"""MN"""
48553,"""MN"""
48554,"""MN"""
48555,"""MN"""
48556,"""MN"""
48557,"""MN"""
48558,"""MN"""
48559,"""MN"""
48560,"""MN"""
48561,"""MN"""
48562,"""MN"""
48563,"""MN"""
48564,"""MN"""
48565,"""MN"""
48566,"""MN"""
48567,"""MN"""
48568,"""MN"""
48569,"""MN"""
48570,"""MN"""
48571,"""MN"""
48572,"""MN"""
48573,"""MN"""
48574,"""MN"""
48575,"""MN"""
48576,"""MN"""
48577,"""MN"""
48578,"""MN"""
48579,"""MN"""
48580,"""MN"""
48581,"""MN"""
48582,"""MN"""
48583,"""MN"""
48584,"""MN"""
48585,"""MN"""
48586,"""MN"""
48587,"""MN"""
48588,"""MN"""
48589,"""MN"""
48590,"""MN"""
48591,"""MN"""
48592,"""MN"""
48593,"""MN"""
48594,"""MN"""
48595,"""MN"""
48596,"""MN"""
48597,"""MN"""
48598,"""MN"""
48599,"""MN"""
48600,"""MN"""
48601,"""MN"""
48602,"""MN"""
48603,"""MN"""
48604,"""MN"""
48605,"""MN"""
48606,"""MN"""
48607,"""MN"""
48608,"""MN"""
48609,"""MN"""
48610,"""MN"""
48611,"""MN"""
48612,"""MN"""
48613,"""MN"""
48614,"""MN"""
48615,"""MN"""
48616,"""MN"""
48617,"""MN"""
48618,"""MN"""
48619,"""MN"""
48620,"""MN"""
48621,"""MN"""
48622,"""MN"""
48623,"""MN"""
48624,"""MN"""
48625,"""MN"""
48626,"""MN"""
48627,"""MN"""
48628,"""MN"""
48629,"""MN"""
48630,"""MN"""
48631,"""MN"""
48632,"""MN"""
48633,"""MN"""
48634,"""MN"""
48635,"""MN"""
48636,"""MN"""
48637,"""MN"""
48638,"""MN"""
48639,"""MN"""
48640,"""MN"""
48641,"""MN"""
48642,"""MN"""
48643,"""MN"""
48644,"""MN"""
48645,"""MN"""
48646,"""MN"""
48647,"""MN"""
48648,"""MN"""
48649,"""MN"""
48650,"""MN"""
48651,"""MN"""
48652,"""MN"""
48653,"""MN"""
48654,"""MN"""
48655,"""MN"""
48656,"""MN"""
48657,"""MN"""
48658,"""MN"""
48659,"""MN"""
48660,"""MN"""
48661,"""MN"""
48662,"""MN"""
48663,"""MN"""
48664,"""MN"""
48665,"""MN"""
48666,"""MN"""
48667,"""MN"""
48668,"""MN"""
48669,"""MN"""
48670,"""MN"""
48671,"""MN"""
48672,"""MN"""
48673,"""MN"""
48674,"""MN"""
48675,"""MN"""
48676,"""MN"""
48677,"""MN"""
48678,"""MN"""
48679,"""MN"""
48680,"""MN"""
48681,"""MN"""
48682,"""MN"""
48683,"""MN"""
48684,"""MN"""
48685,"""MN"""
48686,"""MN"""
48687,"""MN"""
48688,"""MN"""
48689,"""MN"""
48690,"""MN"""
48691,"""MN"""
48692,"""MN"""
48693,"""MN"""
48694,"""MN"""
48695,"""MN"""
48696,"""MN"""
48697,"""MN"""
48698,"""MN"""
48699,"""MN"""
48700,"""MN"""
48701,"""MN"""
48702,"""MN"""
48703,"""MN"""
48704,"""MN"""
48705,"""MN"""
48706,"""MN"""
48707,"""MN"""
48708,"""MN"""
48709,"""MN"""
48710,"""MN"""
48711,"""MN"""
48712,"""MN"""
48713,"""MN"""
48714,"""MN"""
48715,"""MN"""
48716,"""MN"""
48717,"""ONT"""
48718,"""ONT"""
48719,"""ONT"""
48720,"""ONT"""
48721,"""ONT"""
48722,"""ONT"""
48723,"""ONT"""
48724,"""ONT"""
48725,"""ONT"""
48726,"""ONT"""
48727,"""ONT"""
48728,"""ONT"""
48729,"""ONT"""
48730,"""ONT"""
48731,"""ONT"""
48732,"""ONT"""
48733,"""ONT"""
48734,"""ONT"""
48735,"""ONT"""
48736,"""IL"""
48737,"""IL"""
48738,"""IL"""
48739,"""IL"""
48740,"""IL"""
48741,"""IL"""
48742,"""IL"""
48743,"""IL"""
48744,"""IL"""
48745,"""IL"""
48746,"""IL"""
48747,"""IL"""
48748,"""IL"""
48749,"""IL"""
48750,"""IL"""
48751,"""IL"""
48752,"""IL"""
48753,"""IL"""
48754,"""IL"""
48755,"""IL"""
48756,"""IL"""
48757,"""IL"""
48758,"""IL"""
48759,"""IL"""
48760,"""IL"""
48761,"""IL"""
48762,"""IL"""
48763,"""IL"""
48764,"""IL"""
48765,"""IL"""
48766,"""IL"""
48767,"""IL"""
48768,"""IL"""
48769,"""IL"""
48770,"""IL"""
48771,"""IL"""
48772,"""IL"""
48773,"""IL"""
48774,"""IL"""
48775,"""IL"""
48776,"""IL"""
48777,"""IL"""
48778,"""IL"""
48779,"""IL"""
48780,"""IL"""
48781,"""IL"""
48782,"""IL"""
48783,"""IL"""
48784,"""IL"""
48785,"""IL"""
48786,"""IL"""
48787,"""IL"""
48788,"""IL"""
48789,"""IL"""
48790,"""IL"""
48791,"""IL"""
48792,"""IL"""
48793,"""IL"""
48794,"""IL"""
48795,"""IL"""
48796,"""IL"""
48797,"""IL"""
48798,"""IL"""
48799,"""IL"""
48800,"""IL"""
48801,"""IL"""
48802,"""IL"""
48803,"""IL"""
48804,"""IL"""
48805,"""IL"""
48806,"""IL"""
48807,"""IL"""
48808,"""IL"""
48809,"""IL"""
48810,"""IL"""
48811,"""IL"""
48812,"""IL"""
48813,"""IL"""
48814,"""IL"""
48815,"""IL"""
48816,"""IL"""
48817,"""IL"""
48818,"""IL"""
48819,"""IL"""
48820,"""IL"""
48821,"""IL"""
48822,"""IL"""
48823,"""IL"""
48824,"""IL"""
48825,"""IL"""
48826,"""IL"""
48827,"""IL"""
48828,"""IL"""
48829,"""IL"""
48830,"""IL"""
48831,"""IL"""
48832,"""IL"""
48833,"""IL"""
48834,"""IL"""
48835,"""IL"""
48836,"""IL"""
48837,"""IL"""
48838,"""IL"""
48839,"""IL"""
48840,"""IL"""
48841,"""IL"""
48842,"""IL"""
48843,"""IL"""
48844,"""IL"""
48845,"""IL"""
48846,"""IL"""
48847,"""IL"""
48848,"""IL"""
48849,"""IL"""
48850,"""IL"""
48851,"""IL"""
48852,"""IL"""
48853,"""IL"""
48854,"""IL"""
48855,"""IL"""
48856,"""IL"""
48857,"""IL"""
48858,"""IL"""
48859,"""IL"""
48860,"""IL"""
48861,"""IL"""
48862,"""IL"""
48863,"""IL"""
48864,"""IL"""
48865,"""IL"""
48866,"""IL"""
48867,"""IL"""
48868,"""IL"""
48869,"""IL"""
48870,"""IL"""
48871,"""IL"""
48872,"""IL"""
48873,"""IL"""
48874,"""IL"""
48875,"""IL"""
48876,"""IL"""
48877,"""IL"""
48878,"""IL"""
48879,"""IL"""
48880,"""IL"""
48881,"""IL"""
48882,"""IL"""
48883,"""IL"""
48884,"""IL"""
48885,"""IL"""
48886,"""IL"""
48887,"""IL"""
48888,"""IL"""
48889,"""IL"""
48890,"""IL"""
48891,"""IL"""
48892,"""IL"""
48893,"""IL"""
48894,"""IL"""
48895,"""IL"""
48896,"""IL"""
48897,"""IL"""
48898,"""IL"""
48899,"""IL"""
48900,"""IL"""
48901,"""IL"""
48902,"""IL"""
48903,"""IL"""
48904,"""IL"""
48905,"""IL"""
48906,"""IL"""
48907,"""IL"""
48908,"""IL"""
48909,"""IL"""
48910,"""IL"""
48911,"""IL"""
48912,"""IL"""
48913,"""IL"""
48914,"""IL"""
48915,"""IL"""
48916,"""IL"""
48917,"""IL"""
48918,"""IL"""
48919,"""IL"""
48920,"""IL"""
48921,"""IL"""
48922,"""IL"""
48923,"""IL"""
48924,"""IL"""
48925,"""NE"""
48926,"""NE"""
48927,"""NE"""
48928,"""NE"""
48929,"""NE"""
48930,"""NE"""
48931,"""NE"""
48932,"""NE"""
48933,"""NE"""
48934,"""NE"""
48935,"""NE"""
48936,"""NE"""
48937,"""NE"""
48938,"""NE"""
48939,"""NE"""
48940,"""NE"""
48941,"""NE"""
48942,"""NE"""
48943,"""NE"""
48944,"""NE"""
48945,"""NE"""
48946,"""NE"""
48947,"""NE"""
48948,"""NE"""
48949,"""NE"""
48950,"""NE"""
48951,"""NE"""
48952,"""NE"""
48953,"""NE"""
48954,"""NE"""
48955,"""NE"""
48956,"""NE"""
48957,"""NE"""
48958,"""NE"""
48959,"""NE"""
48960,"""NE"""
48961,"""NE"""
48962,"""NE"""
48963,"""NE"""
48964,"""NE"""
48965,"""NE"""
48966,"""NE"""
48967,"""NE"""
48968,"""NE"""
48969,"""NE"""
48970,"""NE"""
48971,"""NE"""
48972,"""NE"""
48973,"""NE"""
48974,"""NE"""
48975,"""NE"""
48976,"""NE"""
48977,"""NE"""
48978,"""NE"""
48979,"""NE"""
48980,"""NE"""
48981,"""NE"""
48982,"""NE"""
48983,"""NE"""
48984,"""NE"""
48985,"""NE"""
48986,"""NE"""
48987,"""NE"""
48988,"""NE"""
48989,"""NE"""
48990,"""NE"""
48991,"""NE"""
48992,"""NE"""
48993,"""NE"""
48994,"""NE"""
48995,"""NE"""
48996,"""NE"""
48997,"""NE"""
48998,"""NE"""
48999,"""NE"""
49000,"""NE"""
49001,"""NE"""
49002,"""NE"""
49003,"""NE"""
49004,"""NE"""
49005,"""NE"""
49006,"""NE"""
49007,"""NE"""
49008,"""NE"""
49009,"""NE"""
49010,"""NE"""
49011,"""NE"""
49012,"""NE"""
49013,"""NE"""
49014,"""NE"""
49015,"""NE"""
49016,"""NE"""
49017,"""NE"""
49018,"""NE"""
49019,"""NE"""
49020,"""NE"""
49021,"""NE"""
49022,"""NE"""
49023,"""NE"""
49024,"""NE"""
49025,"""NE"""
49026,"""NE"""
49027,"""NE"""
49028,"""NE"""
49029,"""NE"""
49030,"""NE"""
49031,"""NE"""
49032,"""NE"""
49033,"""NE"""
49034,"""NE"""
49035,"""NE"""
49036,"""NE"""
49037,"""NE"""
49038,"""NE"""
49039,"""NE"""
49040,"""NE"""
49041,"""NE"""
49042,"""NE"""
49043,"""NE"""
49044,"""NE"""
49045,"""NE"""
49046,"""NE"""
49047,"""NE"""
49048,"""NE"""
49049,"""NE"""
49050,"""NE"""
49051,"""NE"""
49052,"""NE"""
49053,"""NE"""
49054,"""NE"""
49055,"""NE"""
49056,"""NE"""
49057,"""NE"""
49058,"""NE"""
49059,"""NE"""
49060,"""NE"""
49061,"""NE"""
49062,"""NE"""
49063,"""NE"""
49064,"""NE"""
49065,"""NE"""
49066,"""NE"""
49067,"""NE"""
49068,"""NE"""
49069,"""NE"""
49070,"""NE"""
49071,"""NE"""
49072,"""NE"""
49073,"""NE"""
49074,"""NE"""
49075,"""NE"""
49076,"""NE"""
49077,"""NE"""
49078,"""NE"""
49079,"""NE"""
49080,"""NE"""
49081,"""NE"""
49082,"""NE"""
49083,"""NE"""
49084,"""NE"""
49085,"""NE"""
49086,"""NE"""
49087,"""NE"""
49088,"""NE"""
49089,"""NE"""
49090,"""NE"""
49091,"""NE"""
49092,"""NE"""
49093,"""NE"""
49094,"""NE"""
49095,"""NE"""
49096,"""NE"""
49097,"""NE"""
49098,"""NE"""
49099,"""NE"""
49100,"""NE"""
49101,"""NE"""
49102,"""NE"""
49103,"""NE"""
49104,"""NE"""
49105,"""NE"""
49106,"""NE"""
49107,"""NE"""
49108,"""NE"""
49109,"""NE"""
49110,"""NE"""
49111,"""NE"""
49112,"""NE"""
49113,"""NE"""
49114,"""NE"""
49115,"""NE"""
49116,"""NE"""
49117,"""NE"""
49118,"""NE"""
49119,"""NE"""
49120,"""NE"""
49121,"""NE"""
49122,"""NE"""
49123,"""NE"""
49124,"""NE"""
49125,"""NE"""
49126,"""NE"""
49127,"""NE"""
49128,"""NE"""
49129,"""NE"""
49130,"""NE"""
49131,"""NE"""
49132,"""NE"""
49133,"""NE"""
49134,"""NE"""
49135,"""NE"""
49136,"""NE"""
49137,"""NE"""
49138,"""NE"""
49139,"""NE"""
49140,"""NE"""
49141,"""NE"""
49142,"""NE"""
49143,"""NE"""
49144,"""NE"""
49145,"""NE"""
49146,"""NE"""
49147,"""NE"""
49148,"""NE"""
49149,"""NE"""
49150,"""NE"""
49151,"""NE"""
49152,"""NE"""
49153,"""NE"""
49154,"""NE"""
49155,"""NE"""
49156,"""NE"""
49157,"""NE"""
49158,"""NE"""
49159,"""NE"""
49160,"""NE"""
49161,"""NE"""
49162,"""NE"""
49163,"""NE"""
49164,"""NE"""
49165,"""NE"""
49166,"""NE"""
49167,"""NE"""
49168,"""NE"""
49169,"""NE"""
49170,"""NE"""
49171,"""NE"""
49172,"""NE"""
49173,"""NE"""
49174,"""NE"""
49175,"""NE"""
49176,"""NE"""
49177,"""NE"""
49178,"""NE"""
49179,"""NE"""
49180,"""NE"""
49181,"""NE"""
49182,"""NE"""
49183,"""NE"""
49184,"""NE"""
49185,"""NE"""
49186,"""NE"""
49187,"""NE"""
49188,"""NE"""
49189,"""NE"""
49190,"""NE"""
49191,"""NE"""
49192,"""NE"""
49193,"""NE"""
49194,"""NE"""
49195,"""NE"""
49196,"""NE"""
49197,"""NE"""
49198,"""NE"""
49199,"""NE"""
49200,"""NE"""
49201,"""NE"""
49202,"""NE"""
49203,"""NE"""
49204,"""NE"""
49205,"""NE"""
49206,"""NE"""
49207,"""NE"""
49208,"""NE"""
49209,"""NE"""
49210,"""NE"""
49211,"""NE"""
49212,"""NE"""
49213,"""NE"""
49214,"""NE"""
49215,"""NE"""
49216,"""NE"""
49217,"""NE"""
49218,"""NE"""
49219,"""NE"""
49220,"""NE"""
49221,"""NE"""
49222,"""NE"""
49223,"""NE"""
49224,"""NE"""
49225,"""NE"""
49226,"""NE"""
49227,"""NE"""
49228,"""NE"""
49229,"""NE"""
49230,"""NE"""
49231,"""NE"""
49232,"""NE"""
49233,"""NE"""
49234,"""NE"""
49235,"""NE"""
49236,"""NE"""
49237,"""NE"""
49238,"""NE"""
49239,"""NE"""
49240,"""NE"""
49241,"""NE"""
49242,"""NE"""
49243,"""NE"""
49244,"""NE"""
49245,"""NE"""
49246,"""NE"""
49247,"""NE"""
49248,"""NE"""
49249,"""NE"""
49250,"""NE"""
49251,"""NE"""
49252,"""NE"""
49253,"""NE"""
49254,"""NE"""
49255,"""NE"""
49256,"""NE"""
49257,"""NE"""
49258,"""NE"""
49259,"""NE"""
49260,"""NE"""
49261,"""NE"""
49262,"""NE"""
49263,"""NE"""
49264,"""NE"""
49265,"""NE"""
49266,"""NE"""
49267,"""NE"""
49268,"""NE"""
49269,"""NE"""
49270,"""NE"""
49271,"""NE"""
49272,"""NE"""
49273,"""NE"""
49274,"""NE"""
49275,"""NE"""
49276,"""NE"""
49277,"""NE"""
49278,"""NE"""
49279,"""NE"""
49280,"""NE"""
49281,"""NE"""
49282,"""NE"""
49283,"""NE"""
49284,"""NE"""
49285,"""NE"""
49286,"""NE"""
49287,"""NE"""
49288,"""NE"""
49289,"""NE"""
49290,"""NE"""
49291,"""NE"""
49292,"""NE"""
49293,"""NE"""
49294,"""NE"""
49295,"""NE"""
49296,"""NE"""
49297,"""NE"""
49298,"""NE"""
49299,"""NE"""
49300,"""NE"""
49301,"""NE"""
49302,"""NE"""
49303,"""NE"""
49304,"""NE"""
49305,"""NE"""
49306,"""NE"""
49307,"""NE"""
49308,"""NE"""
49309,"""NE"""
49310,"""NE"""
49311,"""NE"""
49312,"""NE"""
49313,"""NE"""
49314,"""NE"""
49315,"""NE"""
49316,"""NE"""
49317,"""NE"""
49318,"""NE"""
49319,"""NE"""
49320,"""NE"""
49321,"""NE"""
49322,"""NE"""
49323,"""NE"""
49324,"""NE"""
49325,"""NE"""
49326,"""NE"""
49327,"""NE"""
49328,"""NE"""
49329,"""NE"""
49330,"""NE"""
49331,"""NE"""
49332,"""NE"""
49333,"""NE"""
49334,"""NE"""
49335,"""NE"""
49336,"""NE"""
49337,"""NE"""
49338,"""NE"""
49339,"""NE"""
49340,"""NE"""
49341,"""NE"""
49342,"""NE"""
49343,"""NE"""
49344,"""NE"""
49345,"""NE"""
49346,"""NE"""
49347,"""NE"""
49348,"""NE"""
49349,"""NE"""
49350,"""NE"""
49351,"""NE"""
49352,"""NE"""
49353,"""NE"""
49354,"""NE"""
49355,"""NE"""
49356,"""NE"""
49357,"""NE"""
49358,"""NE"""
49359,"""NE"""
49360,"""NE"""
49361,"""NE"""
49362,"""NE"""
49363,"""NE"""
49364,"""NE"""
49365,"""NE"""
49366,"""NE"""
49367,"""NE"""
49368,"""NE"""
49369,"""NE"""
49370,"""NE"""
49371,"""NE"""
49372,"""NE"""
49373,"""NE"""
49374,"""NE"""
49375,"""NE"""
49376,"""NE"""
49377,"""NE"""
49378,"""NE"""
49379,"""NE"""
49380,"""NE"""
49381,"""NE"""
49382,"""NE"""
49383,"""NE"""
49384,"""NE"""
49385,"""NE"""
49386,"""NE"""
49387,"""NE"""
49388,"""NE"""
49389,"""NE"""
49390,"""NE"""
49391,"""NE"""
49392,"""NE"""
49393,"""NE"""
49394,"""NE"""
49395,"""NE"""
49396,"""NE"""
49397,"""NE"""
49398,"""NE"""
49399,"""ND"""
49400,"""ND"""
49401,"""ND"""
49402,"""ND"""
49403,"""ND"""
49404,"""ND"""
49405,"""ND"""
49406,"""ND"""
49407,"""ND"""
49408,"""ND"""
49409,"""ND"""
49410,"""ND"""
49411,"""ND"""
49412,"""ND"""
49413,"""ND"""
49414,"""ND"""
49415,"""ND"""
49416,"""ND"""
49417,"""ND"""
49418,"""ND"""
49419,"""ND"""
49420,"""ND"""
49421,"""ND"""
49422,"""ND"""
49423,"""ND"""
49424,"""ND"""
49425,"""ND"""
49426,"""ND"""
49427,"""ND"""
49428,"""ND"""
49429,"""ND"""
49430,"""ND"""
49431,"""ND"""
49432,"""ND"""
49433,"""ND"""
49434,"""ND"""
49435,"""ND"""
49436,"""ND"""
49437,"""ND"""
49438,"""ND"""
49439,"""ND"""
49440,"""ND"""
49441,"""ND"""
49442,"""ND"""
49443,"""ND"""
49444,"""ND"""
49445,"""ND"""
49446,"""ND"""
49447,"""ND"""
49448,"""ND"""
49449,"""ND"""
49450,"""ND"""
49451,"""ND"""
49452,"""ND"""
49453,"""ND"""
49454,"""ND"""
49455,"""ND"""
49456,"""ND"""
49457,"""ND"""
49458,"""ND"""
49459,"""ND"""
49460,"""ND"""
49461,"""ND"""
49462,"""ND"""
49463,"""ND"""
49464,"""ND"""
49465,"""ND"""
49466,"""ND"""
49467,"""ND"""
49468,"""ND"""
49469,"""ND"""
49470,"""ND"""
49471,"""ND"""
49472,"""ND"""
49473,"""ND"""
49474,"""ND"""
49475,"""ND"""
49476,"""ND"""
49477,"""ND"""
49478,"""ND"""
49479,"""ND"""
49480,"""ND"""
49481,"""ND"""
49482,"""ND"""
49483,"""ND"""
49484,"""ND"""
49485,"""ND"""
49486,"""ND"""
49487,"""ND"""
49488,"""ND"""
49489,"""ND"""
49490,"""ND"""
49491,"""ND"""
49492,"""ND"""
49493,"""ND"""
49494,"""ND"""
49495,"""ND"""
49496,"""ND"""
49497,"""ND"""
49498,"""ND"""
49499,"""ND"""
49500,"""ND"""
49501,"""ND"""
49502,"""ND"""
49503,"""ND"""
49504,"""ND"""
49505,"""ND"""
49506,"""ND"""
49507,"""ND"""
49508,"""ND"""
49509,"""ND"""
49510,"""ND"""
49511,"""ND"""
49512,"""ND"""
49513,"""ND"""
49514,"""ND"""
49515,"""ND"""
49516,"""ND"""
49517,"""ND"""
49518,"""ND"""
49519,"""ND"""
49520,"""ND"""
49521,"""ND"""
49522,"""ND"""
49523,"""ND"""
49524,"""ND"""
49525,"""ND"""
49526,"""ND"""
49527,"""ND"""
49528,"""ND"""
49529,"""ND"""
49530,"""ND"""
49531,"""ND"""
49532,"""ND"""
49533,"""ND"""
49534,"""ND"""
49535,"""ND"""
49536,"""ND"""
49537,"""ND"""
49538,"""ND"""
49539,"""ND"""
49540,"""ND"""
49541,"""ND"""
49542,"""ND"""
49543,"""ND"""
49544,"""ND"""
49545,"""ND"""
49546,"""ND"""
49547,"""ND"""
49548,"""ND"""
49549,"""ND"""
49550,"""ND"""
49551,"""ND"""
49552,"""ND"""
49553,"""ND"""
49554,"""ND"""
49555,"""ND"""
49556,"""ND"""
49557,"""ND"""
49558,"""ND"""
49559,"""ND"""
49560,"""ND"""
49561,"""ND"""
49562,"""ND"""
49563,"""ND"""
49564,"""ND"""
49565,"""ND"""
49566,"""ND"""
49567,"""ND"""
49568,"""ND"""
49569,"""ND"""
49570,"""ND"""
49571,"""ND"""
49572,"""ND"""
49573,"""ND"""
49574,"""ND"""
49575,"""ND"""
49576,"""ND"""
49577,"""ND"""
49578,"""ND"""
49579,"""ND"""
49580,"""ND"""
49581,"""ND"""
49582,"""ND"""
49583,"""ND"""
49584,"""ND"""
49585,"""ND"""
49586,"""ND"""
49587,"""ND"""
49588,"""ND"""
49589,"""ND"""
49590,"""ND"""
49591,"""ND"""
49592,"""ND"""
49593,"""ND"""
49594,"""ND"""
49595,"""ND"""
49596,"""ND"""
49597,"""ND"""
49598,"""ND"""
49599,"""ND"""
49600,"""ND"""
49601,"""ND"""
49602,"""ND"""
49603,"""ND"""
49604,"""ND"""
49605,"""ND"""
49606,"""ND"""
49607,"""ND"""
49608,"""ND"""
49609,"""ND"""
49610,"""ND"""
49611,"""ND"""
49612,"""ND"""
49613,"""ND"""
49614,"""ND"""
49615,"""ND"""
49616,"""ND"""
49617,"""ND"""
49618,"""ND"""
49619,"""ND"""
49620,"""ND"""
49621,"""ND"""
49622,"""ND"""
49623,"""ND"""
49624,"""ND"""
49625,"""ND"""
49626,"""ND"""
49627,"""ND"""
49628,"""ND"""
49629,"""ND"""
49630,"""ND"""
49631,"""ND"""
49632,"""ND"""
49633,"""ND"""
49634,"""ND"""
49635,"""ND"""
49636,"""ND"""
49637,"""ND"""
49638,"""ND"""
49639,"""ND"""
49640,"""ND"""
49641,"""ND"""
49642,"""ND"""
49643,"""ND"""
49644,"""ND"""
49645,"""ND"""
49646,"""ND"""
49647,"""ND"""
49648,"""ND"""
49649,"""ND"""
49650,"""ND"""
49651,"""ND"""
49652,"""ND"""
49653,"""ND"""
49654,"""MO"""
49655,"""MO"""
49656,"""MO"""
49657,"""MO"""
49658,"""MO"""
49659,"""MO"""
49660,"""MO"""
49661,"""MO"""
49662,"""MO"""
49663,"""MO"""
49664,"""MO"""
49665,"""MO"""
49666,"""MO"""
49667,"""MO"""
49668,"""MO"""
49669,"""MO"""
49670,"""MO"""
49671,"""MO"""
49672,"""MO"""
49673,"""MO"""
49674,"""MO"""
49675,"""MO"""
49676,"""MO"""
49677,"""MO"""
49678,"""MO"""
49679,"""MO"""
49680,"""MO"""
49681,"""MO"""
49682,"""MO"""
49683,"""MO"""
49684,"""MO"""
49685,"""MO"""
49686,"""MO"""
49687,"""MO"""
49688,"""MO"""
49689,"""MO"""
49690,"""MO"""
49691,"""MO"""
49692,"""MO"""
49693,"""MO"""
49694,"""MO"""
49695,"""MO"""
49696,"""MO"""
49697,"""MO"""
49698,"""MO"""
49699,"""MO"""
49700,"""MO"""
49701,"""MO"""
49702,"""MO"""
49703,"""MO"""
49704,"""MO"""
49705,"""MO"""
49706,"""MO"""
49707,"""MO"""
49708,"""MO"""
49709,"""MO"""
49710,"""MO"""
49711,"""MO"""
49712,"""MO"""
49713,"""MO"""
49714,"""MO"""
49715,"""MO"""
49716,"""MO"""
49717,"""MO"""
49718,"""MO"""
49719,"""MO"""
49720,"""MO"""
49721,"""MO"""
49722,"""MO"""
49723,"""MO"""
49724,"""MO"""
49725,"""MO"""
49726,"""MO"""
49727,"""MO"""
49728,"""MO"""
49729,"""MO"""
49730,"""MO"""
49731,"""MO"""
49732,"""MO"""
49733,"""MO"""
49734,"""MO"""
49735,"""MO"""
49736,"""MO"""
49737,"""MO"""
49738,"""MO"""
49739,"""MO"""
49740,"""MO"""
49741,"""MO"""
49742,"""MO"""
49743,"""MO"""
49744,"""MO"""
49745,"""MO"""
49746,"""MO"""
49747,"""MO"""
49748,"""MO"""
49749,"""MO"""
49750,"""MO"""
49751,"""MO"""
49752,"""MO"""
49753,"""MO"""
49754,"""MO"""
49755,"""MO"""
49756,"""MO"""
49757,"""MO"""
49758,"""MO"""
49759,"""MO"""
49760,"""MO"""
49761,"""MO"""
49762,"""MO"""
49763,"""MO"""
49764,"""MO"""
49765,"""MO"""
49766,"""MO"""
49767,"""MO"""
49768,"""MO"""
49769,"""MO"""
49770,"""MO"""
49771,"""MO"""
49772,"""MO"""
49773,"""MO"""
49774,"""MO"""
49775,"""MO"""
49776,"""MO"""
49777,"""MO"""
49778,"""MO"""
49779,"""MO"""
49780,"""MO"""
49781,"""MO"""
49782,"""MO"""
49783,"""MO"""
49784,"""MO"""
49785,"""MO"""
49786,"""MO"""
49787,"""MO"""
49788,"""MO"""
49789,"""MO"""
49790,"""MO"""
49791,"""MO"""
49792,"""MO"""
49793,"""MO"""
49794,"""MO"""
49795,"""MO"""
49796,"""MO"""
49797,"""MO"""
49798,"""MO"""
49799,"""MO"""
49800,"""MO"""
49801,"""MO"""
49802,"""MO"""
49803,"""MO"""
49804,"""MO"""
49805,"""MO"""
49806,"""MO"""
49807,"""MO"""
49808,"""MO"""
49809,"""MO"""
49810,"""MO"""
49811,"""MO"""
49812,"""MO"""
49813,"""MO"""
49814,"""MO"""
49815,"""MO"""
49816,"""MO"""
49817,"""MO"""
49818,"""MO"""
49819,"""MO"""
49820,"""MO"""
49821,"""MO"""
49822,"""MO"""
49823,"""MO"""
49824,"""MO"""
49825,"""MO"""
49826,"""MO"""
49827,"""MO"""
49828,"""MO"""
49829,"""MO"""
49830,"""MO"""
49831,"""MO"""
49832,"""MO"""
49833,"""MO"""
49834,"""MO"""
49835,"""MO"""
49836,"""MO"""
49837,"""MO"""
49838,"""MO"""
49839,"""MO"""
49840,"""MO"""
49841,"""MO"""
49842,"""MO"""
49843,"""MO"""
49844,"""MO"""
49845,"""MO"""
49846,"""MO"""
49847,"""MO"""
49848,"""MO"""
49849,"""MO"""
49850,"""MO"""
49851,"""MO"""
49852,"""MO"""
49853,"""MO"""
49854,"""MO"""
49855,"""MO"""
49856,"""MO"""
49857,"""MO"""
49858,"""MO"""
49859,"""MO"""
49860,"""MO"""
49861,"""MO"""
49862,"""MO"""
49863,"""MO"""
49864,"""MO"""
49865,"""MO"""
49866,"""MO"""
49867,"""IA"""
49868,"""IA"""
49869,"""IA"""
49870,"""IA"""
49871,"""IA"""
49872,"""IA"""
49873,"""IA"""
49874,"""IA"""
49875,"""IA"""
49876,"""IA"""
49877,"""IA"""
49878,"""IA"""
49879,"""IA"""
49880,"""IA"""
49881,"""IA"""
49882,"""IA"""
49883,"""IA"""
49884,"""IA"""
49885,"""IA"""
49886,"""IA"""
49887,"""IA"""
49888,"""IA"""
49889,"""IA"""
49890,"""IA"""
49891,"""IA"""
49892,"""IA"""
49893,"""IA"""
49894,"""IA"""
49895,"""IA"""
49896,"""IA"""
49897,"""IA"""
49898,"""IA"""
49899,"""IA"""
49900,"""IA"""
49901,"""IA"""
49902,"""IA"""
49903,"""IA"""
49904,"""IA"""
49905,"""IA"""
49906,"""IA"""
49907,"""IA"""
49908,"""IA"""
49909,"""IA"""
49910,"""IA"""
49911,"""IA"""
49912,"""IA"""
49913,"""IA"""
49914,"""IA"""
49915,"""IA"""
49916,"""IA"""
49917,"""IA"""
49918,"""IA"""
49919,"""IA"""
49920,"""IA"""
49921,"""KS"""
49922,"""KS"""
49923,"""KS"""
49924,"""KS"""
49925,"""KS"""
49926,"""KS"""
49927,"""KS"""
49928,"""KS"""
49929,"""KS"""
49930,"""KS"""
49931,"""KS"""
49932,"""KS"""
49933,"""KS"""
49934,"""KS"""
49935,"""KS"""
49936,"""KS"""
49937,"""KS"""
49938,"""KS"""
49939,"""KS"""
49940,"""KS"""
49941,"""KS"""
49942,"""KS"""
49943,"""KS"""
49944,"""KS"""
49945,"""KS"""
