,0
18060,"""ONT"""
18061,"""ONT"""
18062,"""ONT"""
18063,"""ONT"""
18064,"""ONT"""
18065,"""ONT"""
18066,"""ONT"""
18067,"""ONT"""
18068,"""ONT"""
18069,"""ONT"""
18070,"""ONT"""
18071,"""ONT"""
18072,"""ONT"""
18073,"""ONT"""
18074,"""ONT"""
18075,"""ONT"""
18076,"""ONT"""
18077,"""ONT"""
18078,"""ONT"""
18079,"""ONT"""
18080,"""ONT"""
18081,"""ONT"""
18082,"""ONT"""
18083,"""ONT"""
18084,"""ONT"""
18085,"""ONT"""
18086,"""ONT"""
18087,"""ONT"""
18088,"""ONT"""
18089,"""ONT"""
18090,"""ONT"""
18091,"""ONT"""
18092,"""ONT"""
18093,"""ONT"""
18094,"""ONT"""
18095,"""ONT"""
18096,"""ONT"""
18097,"""ONT"""
18098,"""ONT"""
18099,"""ONT"""
18100,"""ONT"""
18101,"""ONT"""
18102,"""ONT"""
18103,"""ONT"""
18104,"""ONT"""
18105,"""ONT"""
18106,"""ONT"""
18107,"""ONT"""
18108,"""ONT"""
18109,"""ONT"""
18110,"""ONT"""
18111,"""ONT"""
18112,"""ONT"""
18113,"""ONT"""
18114,"""ONT"""
18115,"""ONT"""
18116,"""ONT"""
18117,"""ONT"""
18118,"""ONT"""
18119,"""ONT"""
18120,"""ONT"""
18121,"""ONT"""
18122,"""ONT"""
18123,"""ONT"""
18124,"""ONT"""
18125,"""ONT"""
18126,"""ONT"""
18127,"""ONT"""
18128,"""ONT"""
18129,"""ONT"""
18130,"""ONT"""
18131,"""ONT"""
18132,"""ONT"""
18133,"""ONT"""
18134,"""ONT"""
18135,"""ONT"""
18136,"""ONT"""
18137,"""ONT"""
18138,"""ONT"""
18139,"""ONT"""
18140,"""ONT"""
18141,"""ONT"""
18142,"""ONT"""
18143,"""ONT"""
18144,"""ONT"""
18145,"""ONT"""
18146,"""ONT"""
18147,"""ONT"""
18148,"""ONT"""
18149,"""ONT"""
18150,"""ONT"""
18151,"""ONT"""
18152,"""ONT"""
18153,"""ONT"""
18154,"""ONT"""
18155,"""ONT"""
18156,"""ONT"""
18157,"""ONT"""
18158,"""ONT"""
18159,"""ONT"""
18160,"""ONT"""
18161,"""ONT"""
18162,"""ONT"""
18163,"""ONT"""
18164,"""ONT"""
18165,"""ONT"""
18166,"""ONT"""
18167,"""ONT"""
18168,"""ONT"""
18169,"""ONT"""
18170,"""ONT"""
18171,"""ONT"""
18172,"""ONT"""
18173,"""ONT"""
18174,"""ONT"""
18175,"""ONT"""
18176,"""ONT"""
18177,"""ONT"""
18178,"""ONT"""
18179,"""ONT"""
18180,"""ONT"""
18181,"""ONT"""
18182,"""ONT"""
18183,"""ONT"""
18184,"""ONT"""
18185,"""ONT"""
18186,"""ONT"""
18187,"""ONT"""
18188,"""ONT"""
18189,"""ONT"""
18190,"""ONT"""
18191,"""ONT"""
18192,"""ONT"""
18193,"""ONT"""
18194,"""ONT"""
18195,"""ONT"""
18196,"""ONT"""
18197,"""ONT"""
18198,"""ONT"""
18199,"""ONT"""
18200,"""ONT"""
18201,"""ONT"""
18202,"""ONT"""
18203,"""ONT"""
18204,"""ONT"""
18205,"""ONT"""
18206,"""ONT"""
18207,"""ONT"""
18208,"""ONT"""
18209,"""ONT"""
18210,"""ONT"""
18211,"""ONT"""
18212,"""ONT"""
18213,"""ONT"""
18214,"""ONT"""
18215,"""ONT"""
18216,"""ONT"""
18217,"""ONT"""
18218,"""ONT"""
18219,"""ONT"""
18220,"""ONT"""
18221,"""ONT"""
18222,"""ONT"""
18223,"""ONT"""
18224,"""ONT"""
18225,"""ONT"""
18226,"""ONT"""
18227,"""ONT"""
18228,"""ONT"""
18229,"""ONT"""
18230,"""ONT"""
18231,"""ONT"""
18232,"""ONT"""
18233,"""ONT"""
18234,"""ONT"""
18235,"""ONT"""
18236,"""ONT"""
18237,"""ONT"""
18238,"""ONT"""
18239,"""ONT"""
18240,"""ONT"""
18241,"""ONT"""
18242,"""ONT"""
18243,"""ONT"""
18244,"""ONT"""
18245,"""ONT"""
18246,"""ONT"""
18247,"""ONT"""
18248,"""ONT"""
18249,"""ONT"""
18250,"""ONT"""
18251,"""ONT"""
18252,"""ONT"""
18253,"""ONT"""
18254,"""ONT"""
18255,"""ONT"""
18256,"""ONT"""
18257,"""ONT"""
18258,"""ONT"""
18259,"""ONT"""
18260,"""ONT"""
18261,"""ONT"""
18262,"""ONT"""
18263,"""ONT"""
18264,"""ONT"""
18265,"""ONT"""
18266,"""ONT"""
18267,"""ONT"""
18268,"""ONT"""
18269,"""ONT"""
18270,"""ONT"""
18271,"""ONT"""
18272,"""ONT"""
18273,"""ONT"""
18274,"""ONT"""
18275,"""ONT"""
18276,"""ONT"""
18277,"""ONT"""
18278,"""ONT"""
18279,"""ONT"""
18280,"""ONT"""
18281,"""ONT"""
18282,"""ONT"""
18283,"""ONT"""
18284,"""ONT"""
18285,"""ONT"""
18286,"""ONT"""
18287,"""ONT"""
18288,"""ONT"""
18289,"""ONT"""
18290,"""ONT"""
18291,"""ONT"""
18292,"""ONT"""
18293,"""ONT"""
18294,"""ONT"""
18295,"""ONT"""
18296,"""ONT"""
18297,"""ONT"""
18298,"""ONT"""
18299,"""ONT"""
18300,"""ONT"""
18301,"""ONT"""
18302,"""ONT"""
18303,"""ONT"""
18304,"""ONT"""
18305,"""ONT"""
18306,"""ONT"""
18307,"""ONT"""
18308,"""ONT"""
18309,"""ONT"""
18310,"""ONT"""
18311,"""ONT"""
18312,"""ONT"""
18313,"""ONT"""
18314,"""ONT"""
18315,"""ONT"""
18316,"""ONT"""
18317,"""ONT"""
18318,"""ONT"""
18319,"""ONT"""
18320,"""ONT"""
18321,"""ONT"""
18322,"""ONT"""
18323,"""ONT"""
18324,"""ONT"""
18325,"""ONT"""
18326,"""ONT"""
18327,"""ONT"""
18328,"""ONT"""
18329,"""ONT"""
18330,"""ONT"""
18331,"""ONT"""
18332,"""ONT"""
18333,"""ONT"""
18334,"""ONT"""
18335,"""ONT"""
18336,"""ONT"""
18337,"""ONT"""
18338,"""ONT"""
18339,"""ONT"""
18340,"""ONT"""
18341,"""ONT"""
18342,"""ONT"""
18343,"""ONT"""
18344,"""ONT"""
18345,"""ONT"""
18346,"""ONT"""
18347,"""ONT"""
18348,"""ONT"""
18349,"""ONT"""
18350,"""ONT"""
18351,"""ONT"""
18352,"""ONT"""
18353,"""ONT"""
18354,"""ONT"""
18355,"""ONT"""
18356,"""ONT"""
18357,"""ONT"""
18358,"""ONT"""
18359,"""ONT"""
18360,"""ONT"""
18361,"""ONT"""
18362,"""ONT"""
18363,"""ONT"""
18364,"""ONT"""
18365,"""ONT"""
18366,"""ONT"""
18367,"""ONT"""
18368,"""ONT"""
18369,"""ONT"""
18370,"""ONT"""
18371,"""ONT"""
18372,"""ONT"""
18373,"""ONT"""
18374,"""ONT"""
18375,"""ONT"""
18376,"""ONT"""
18377,"""ONT"""
18378,"""ONT"""
18379,"""ONT"""
18380,"""ONT"""
18381,"""ONT"""
18382,"""ONT"""
18383,"""ONT"""
18384,"""ONT"""
18385,"""ONT"""
18386,"""ONT"""
18387,"""ONT"""
18388,"""ONT"""
18389,"""ONT"""
18390,"""ONT"""
18391,"""ONT"""
18392,"""ONT"""
18393,"""ONT"""
18394,"""ONT"""
18395,"""ONT"""
18396,"""ONT"""
18397,"""ONT"""
18398,"""ONT"""
18399,"""ONT"""
18400,"""ONT"""
18401,"""ONT"""
18402,"""ONT"""
18403,"""ONT"""
18404,"""ONT"""
18405,"""ONT"""
18406,"""ONT"""
18407,"""ONT"""
18408,"""ONT"""
18409,"""ONT"""
18410,"""ONT"""
18411,"""ONT"""
18412,"""ONT"""
18413,"""ONT"""
18414,"""ONT"""
18415,"""ONT"""
18416,"""ONT"""
18417,"""ONT"""
18418,"""ONT"""
18419,"""ONT"""
18420,"""ONT"""
18421,"""ONT"""
18422,"""ONT"""
18423,"""ONT"""
18424,"""ONT"""
18425,"""ONT"""
18426,"""ONT"""
18427,"""ONT"""
18428,"""ONT"""
18429,"""ONT"""
18430,"""ONT"""
18431,"""ONT"""
18432,"""ONT"""
18433,"""ONT"""
18434,"""ONT"""
18435,"""ONT"""
18436,"""ONT"""
18437,"""ONT"""
18438,"""ONT"""
18439,"""ONT"""
18440,"""ONT"""
18441,"""ONT"""
18442,"""ONT"""
18443,"""ONT"""
18444,"""ONT"""
18445,"""ONT"""
18446,"""ONT"""
18447,"""ONT"""
18448,"""ONT"""
18449,"""ONT"""
18450,"""ONT"""
18451,"""ONT"""
18452,"""ONT"""
18453,"""ONT"""
18454,"""ONT"""
18455,"""ONT"""
18456,"""ONT"""
18457,"""ONT"""
18458,"""ONT"""
18459,"""ONT"""
18460,"""ONT"""
18461,"""ONT"""
18462,"""ONT"""
18463,"""ONT"""
18464,"""ONT"""
18465,"""ONT"""
18466,"""ONT"""
18467,"""ONT"""
18468,"""ONT"""
18469,"""ONT"""
18470,"""ONT"""
18471,"""ONT"""
18472,"""ONT"""
18473,"""ONT"""
18474,"""ONT"""
18475,"""ONT"""
18476,"""ONT"""
18477,"""ONT"""
18478,"""ONT"""
18479,"""ONT"""
18480,"""ONT"""
18481,"""ONT"""
18482,"""ONT"""
18483,"""ONT"""
18484,"""ONT"""
18485,"""ONT"""
18486,"""ONT"""
18487,"""ONT"""
18488,"""ONT"""
18489,"""ONT"""
18490,"""ONT"""
18491,"""ONT"""
18492,"""ONT"""
18493,"""ONT"""
18494,"""ONT"""
18495,"""ONT"""
18496,"""ONT"""
18497,"""ONT"""
18498,"""ONT"""
18499,"""ONT"""
18500,"""ONT"""
18501,"""ONT"""
18502,"""ONT"""
18503,"""ONT"""
18504,"""ONT"""
18505,"""ONT"""
18506,"""ONT"""
18507,"""ONT"""
18508,"""ONT"""
18509,"""ONT"""
18510,"""ONT"""
18511,"""ONT"""
18512,"""ONT"""
18513,"""ONT"""
18514,"""ONT"""
18515,"""ONT"""
18516,"""ONT"""
18517,"""ONT"""
18518,"""ONT"""
18519,"""ONT"""
18520,"""ONT"""
18521,"""ONT"""
18522,"""ONT"""
18523,"""ONT"""
18524,"""ONT"""
18525,"""ONT"""
18526,"""ONT"""
18527,"""ONT"""
18528,"""ONT"""
18529,"""ONT"""
18530,"""ONT"""
18531,"""ONT"""
18532,"""ONT"""
18533,"""ONT"""
18534,"""ONT"""
18535,"""ONT"""
18536,"""ONT"""
18537,"""ONT"""
18538,"""ONT"""
18539,"""ONT"""
18540,"""ONT"""
18541,"""ONT"""
18542,"""ONT"""
18543,"""ONT"""
18544,"""ONT"""
18545,"""ONT"""
18546,"""ONT"""
18547,"""ONT"""
18548,"""ONT"""
18549,"""ONT"""
18550,"""ONT"""
18551,"""ONT"""
18552,"""ONT"""
18553,"""ONT"""
18554,"""ONT"""
18555,"""ONT"""
18556,"""ONT"""
18557,"""ONT"""
18558,"""ONT"""
18559,"""ONT"""
18560,"""ONT"""
18561,"""ONT"""
18562,"""ONT"""
18563,"""ONT"""
18564,"""ONT"""
18565,"""ONT"""
18566,"""ONT"""
18567,"""ONT"""
18568,"""ONT"""
18569,"""ONT"""
18570,"""ONT"""
18571,"""ONT"""
18572,"""ONT"""
18573,"""ONT"""
18574,"""ONT"""
18575,"""ONT"""
18576,"""ONT"""
18577,"""ONT"""
18578,"""ONT"""
18579,"""ONT"""
18580,"""ONT"""
18581,"""ONT"""
18582,"""ONT"""
18583,"""ONT"""
18584,"""ONT"""
18585,"""ONT"""
18586,"""ONT"""
18587,"""ONT"""
18588,"""ONT"""
18589,"""ONT"""
18590,"""ONT"""
18591,"""ONT"""
18592,"""NE"""
18593,"""NE"""
18594,"""NE"""
18595,"""NE"""
18596,"""NE"""
18597,"""NE"""
18598,"""NE"""
18599,"""NE"""
18600,"""NE"""
18601,"""NE"""
18602,"""NE"""
18603,"""NE"""
18604,"""NE"""
18605,"""NE"""
18606,"""NE"""
18607,"""NE"""
18608,"""NE"""
18609,"""NE"""
18610,"""NE"""
18611,"""NE"""
18612,"""NE"""
18613,"""NE"""
18614,"""NE"""
18615,"""NE"""
18616,"""NE"""
18617,"""NE"""
18618,"""NE"""
18619,"""NE"""
18620,"""NE"""
18621,"""NE"""
18622,"""NE"""
18623,"""NE"""
18624,"""NE"""
18625,"""NE"""
18626,"""NE"""
18627,"""NE"""
18628,"""NE"""
18629,"""NE"""
18630,"""NE"""
18631,"""NE"""
18632,"""NE"""
18633,"""NE"""
18634,"""NE"""
18635,"""NE"""
18636,"""NE"""
18637,"""NE"""
18638,"""NE"""
18639,"""NE"""
18640,"""NE"""
18641,"""NE"""
18642,"""NE"""
18643,"""NE"""
18644,"""NE"""
18645,"""NE"""
18646,"""NE"""
18647,"""NE"""
18648,"""NE"""
18649,"""NE"""
18650,"""NE"""
18651,"""NE"""
18652,"""NE"""
18653,"""NE"""
18654,"""NE"""
18655,"""NE"""
18656,"""NE"""
18657,"""NE"""
18658,"""NE"""
18659,"""NE"""
18660,"""NE"""
18661,"""NE"""
18662,"""NE"""
18663,"""NE"""
18664,"""NE"""
18665,"""NE"""
18666,"""NE"""
18667,"""NE"""
18668,"""NE"""
18669,"""NE"""
18670,"""NE"""
18671,"""NE"""
18672,"""NE"""
18673,"""NE"""
18674,"""NE"""
18675,"""NE"""
18676,"""NE"""
18677,"""NE"""
18678,"""NE"""
18679,"""NE"""
18680,"""NE"""
18681,"""NE"""
18682,"""NE"""
18683,"""NE"""
18684,"""NE"""
18685,"""NE"""
18686,"""NE"""
18687,"""NE"""
18688,"""NE"""
18689,"""NE"""
18690,"""NE"""
18691,"""NE"""
18692,"""NE"""
18693,"""NE"""
18694,"""NE"""
18695,"""NE"""
18696,"""NE"""
18697,"""NE"""
18698,"""NE"""
18699,"""NE"""
18700,"""NE"""
18701,"""NE"""
18702,"""NE"""
18703,"""NE"""
18704,"""NE"""
18705,"""NE"""
18706,"""NE"""
18707,"""NE"""
18708,"""NE"""
18709,"""NE"""
18710,"""NE"""
18711,"""NE"""
18712,"""NE"""
18713,"""NE"""
18714,"""NE"""
18715,"""NE"""
18716,"""NE"""
18717,"""NE"""
18718,"""NE"""
18719,"""NE"""
18720,"""NE"""
18721,"""NE"""
18722,"""NE"""
18723,"""NE"""
18724,"""NE"""
18725,"""NE"""
18726,"""NE"""
18727,"""NE"""
18728,"""NE"""
18729,"""NE"""
18730,"""NE"""
18731,"""NE"""
18732,"""NE"""
18733,"""NE"""
18734,"""NE"""
18735,"""NE"""
18736,"""NE"""
18737,"""NE"""
18738,"""NE"""
18739,"""NE"""
18740,"""NE"""
18741,"""NE"""
18742,"""NE"""
18743,"""NE"""
18744,"""NE"""
18745,"""NE"""
18746,"""NE"""
18747,"""NE"""
18748,"""NE"""
18749,"""NE"""
18750,"""NE"""
18751,"""NE"""
18752,"""NE"""
18753,"""NE"""
18754,"""NE"""
18755,"""NE"""
18756,"""NE"""
18757,"""NE"""
18758,"""NE"""
18759,"""NE"""
18760,"""NE"""
18761,"""NE"""
18762,"""NE"""
18763,"""NE"""
18764,"""NE"""
18765,"""NE"""
18766,"""NE"""
18767,"""NE"""
18768,"""NE"""
18769,"""NE"""
18770,"""NE"""
18771,"""NE"""
18772,"""NE"""
18773,"""NE"""
18774,"""NE"""
18775,"""NE"""
18776,"""NE"""
18777,"""NE"""
18778,"""NE"""
18779,"""NE"""
18780,"""NE"""
18781,"""NE"""
18782,"""NE"""
18783,"""NE"""
18784,"""NE"""
18785,"""NE"""
18786,"""NE"""
18787,"""NE"""
18788,"""NE"""
18789,"""NE"""
18790,"""NE"""
18791,"""NE"""
18792,"""NE"""
18793,"""NE"""
18794,"""NE"""
18795,"""NE"""
18796,"""NE"""
18797,"""NE"""
18798,"""NE"""
18799,"""NE"""
18800,"""NE"""
18801,"""NE"""
18802,"""NE"""
18803,"""NE"""
18804,"""NE"""
18805,"""NE"""
18806,"""NE"""
18807,"""NE"""
18808,"""NE"""
18809,"""NE"""
18810,"""NE"""
18811,"""NE"""
18812,"""NE"""
18813,"""NE"""
18814,"""NE"""
18815,"""NE"""
18816,"""NE"""
18817,"""NE"""
18818,"""NE"""
18819,"""NE"""
18820,"""NE"""
18821,"""NE"""
18822,"""NE"""
18823,"""NE"""
18824,"""NE"""
18825,"""NE"""
18826,"""NE"""
18827,"""NE"""
18828,"""NE"""
18829,"""NE"""
18830,"""NE"""
18831,"""NE"""
18832,"""NE"""
18833,"""NE"""
18834,"""NE"""
18835,"""NE"""
18836,"""NE"""
18837,"""NE"""
18838,"""NE"""
18839,"""NE"""
18840,"""NE"""
18841,"""NE"""
18842,"""NE"""
18843,"""NE"""
18844,"""NE"""
18845,"""NE"""
18846,"""NE"""
18847,"""NE"""
18848,"""NE"""
18849,"""NE"""
18850,"""NE"""
18851,"""NE"""
18852,"""NE"""
18853,"""NE"""
18854,"""NE"""
18855,"""NE"""
18856,"""NE"""
18857,"""NE"""
18858,"""NE"""
18859,"""NE"""
18860,"""NE"""
18861,"""NE"""
18862,"""NE"""
18863,"""NC"""
18864,"""NC"""
18865,"""NC"""
18866,"""NC"""
18867,"""NC"""
18868,"""NC"""
18869,"""NC"""
18870,"""NC"""
18871,"""NC"""
18872,"""NC"""
18873,"""NC"""
18874,"""NC"""
18875,"""NC"""
18876,"""NC"""
18877,"""NC"""
18878,"""NC"""
18879,"""NC"""
18880,"""NC"""
18881,"""NC"""
18882,"""NC"""
18883,"""NC"""
18884,"""NC"""
18885,"""NC"""
18886,"""NC"""
18887,"""NC"""
18888,"""NC"""
18889,"""NC"""
18890,"""NC"""
18891,"""NC"""
18892,"""NC"""
18893,"""NC"""
18894,"""NC"""
18895,"""NC"""
18896,"""NC"""
18897,"""NC"""
18898,"""NC"""
18899,"""NC"""
18900,"""NC"""
18901,"""NC"""
18902,"""NC"""
18903,"""NC"""
18904,"""NC"""
18905,"""NC"""
18906,"""NC"""
18907,"""NC"""
18908,"""NC"""
18909,"""NC"""
18910,"""NC"""
18911,"""NC"""
18912,"""NC"""
18913,"""NC"""
18914,"""NC"""
18915,"""NC"""
18916,"""NC"""
18917,"""NC"""
18918,"""NC"""
18919,"""NC"""
18920,"""NC"""
18921,"""NC"""
18922,"""NC"""
18923,"""NC"""
18924,"""NC"""
18925,"""NC"""
18926,"""NC"""
18927,"""NC"""
18928,"""NC"""
18929,"""NC"""
18930,"""NC"""
18931,"""NC"""
18932,"""NC"""
18933,"""NC"""
18934,"""NC"""
18935,"""NC"""
18936,"""NC"""
18937,"""NC"""
18938,"""NC"""
18939,"""NC"""
18940,"""NC"""
18941,"""NC"""
18942,"""NC"""
18943,"""NC"""
18944,"""NC"""
18945,"""NC"""
18946,"""NC"""
18947,"""NC"""
18948,"""NC"""
18949,"""NC"""
18950,"""NC"""
18951,"""NC"""
18952,"""NC"""
18953,"""NC"""
18954,"""NC"""
18955,"""NC"""
18956,"""NC"""
18957,"""NC"""
18958,"""NC"""
18959,"""NC"""
18960,"""NC"""
18961,"""NC"""
18962,"""NC"""
18963,"""NC"""
18964,"""NC"""
18965,"""NC"""
18966,"""NC"""
18967,"""NC"""
18968,"""NC"""
18969,"""NC"""
18970,"""NC"""
18971,"""NC"""
18972,"""NC"""
18973,"""NC"""
18974,"""NC"""
18975,"""NC"""
18976,"""NC"""
18977,"""NC"""
18978,"""NC"""
18979,"""NC"""
18980,"""NC"""
18981,"""NC"""
18982,"""NC"""
18983,"""NC"""
18984,"""NC"""
18985,"""NC"""
18986,"""NC"""
18987,"""NC"""
18988,"""NC"""
18989,"""NC"""
18990,"""NC"""
18991,"""NC"""
18992,"""NC"""
18993,"""NC"""
18994,"""NC"""
18995,"""NC"""
18996,"""NC"""
18997,"""NC"""
18998,"""NC"""
18999,"""NC"""
19000,"""NC"""
19001,"""NC"""
19002,"""NC"""
19003,"""NC"""
19004,"""NC"""
19005,"""NC"""
19006,"""NC"""
19007,"""NC"""
19008,"""NC"""
19009,"""NC"""
19010,"""NC"""
19011,"""NC"""
19012,"""NC"""
19013,"""NC"""
19014,"""NC"""
19015,"""NC"""
19016,"""NC"""
19017,"""NC"""
19018,"""NC"""
19019,"""NC"""
19020,"""NC"""
19021,"""NC"""
19022,"""NC"""
19023,"""NC"""
19024,"""NC"""
19025,"""NC"""
19026,"""NC"""
19027,"""NC"""
19028,"""NC"""
19029,"""NC"""
19030,"""NC"""
19031,"""NC"""
19032,"""NC"""
19033,"""NC"""
19034,"""NC"""
19035,"""NC"""
19036,"""NC"""
19037,"""NC"""
19038,"""NC"""
19039,"""NC"""
19040,"""NC"""
19041,"""NC"""
19042,"""NC"""
19043,"""NC"""
19044,"""NC"""
19045,"""NC"""
19046,"""NC"""
19047,"""NC"""
19048,"""NC"""
19049,"""NC"""
19050,"""NC"""
19051,"""NC"""
19052,"""NC"""
19053,"""NC"""
19054,"""NC"""
19055,"""NC"""
19056,"""NC"""
19057,"""NC"""
19058,"""NC"""
19059,"""NC"""
19060,"""NC"""
19061,"""NC"""
19062,"""NC"""
19063,"""NC"""
19064,"""NC"""
19065,"""NC"""
19066,"""NC"""
19067,"""NC"""
19068,"""NC"""
19069,"""NC"""
19070,"""NC"""
19071,"""NC"""
19072,"""NC"""
19073,"""NC"""
19074,"""NC"""
19075,"""NC"""
19076,"""NC"""
19077,"""NC"""
19078,"""NC"""
19079,"""NC"""
19080,"""NC"""
19081,"""NC"""
19082,"""NC"""
19083,"""NC"""
19084,"""NC"""
19085,"""NC"""
19086,"""SC"""
19087,"""SC"""
19088,"""SC"""
19089,"""SC"""
19090,"""SC"""
19091,"""SC"""
19092,"""SC"""
19093,"""SC"""
19094,"""SC"""
19095,"""SC"""
19096,"""SC"""
19097,"""SC"""
19098,"""SC"""
19099,"""SC"""
19100,"""SC"""
19101,"""SC"""
19102,"""SC"""
19103,"""SC"""
19104,"""SC"""
19105,"""SC"""
19106,"""SC"""
19107,"""SC"""
19108,"""SC"""
19109,"""SC"""
19110,"""SC"""
19111,"""SC"""
19112,"""SC"""
19113,"""SC"""
19114,"""SC"""
19115,"""SC"""
19116,"""SC"""
19117,"""SC"""
19118,"""SC"""
19119,"""SC"""
19120,"""SC"""
19121,"""SC"""
19122,"""SC"""
19123,"""SC"""
19124,"""SC"""
19125,"""SC"""
19126,"""SC"""
19127,"""SC"""
19128,"""SC"""
19129,"""SC"""
19130,"""SC"""
19131,"""SC"""
19132,"""SC"""
19133,"""SC"""
19134,"""SC"""
19135,"""SC"""
19136,"""SC"""
19137,"""SC"""
19138,"""SC"""
19139,"""SC"""
19140,"""SC"""
19141,"""SC"""
19142,"""SC"""
19143,"""SC"""
19144,"""SC"""
19145,"""SC"""
19146,"""SC"""
19147,"""SC"""
19148,"""SC"""
19149,"""SC"""
19150,"""SC"""
19151,"""SC"""
19152,"""SC"""
19153,"""SC"""
19154,"""SC"""
19155,"""SC"""
19156,"""SC"""
19157,"""SC"""
19158,"""SC"""
19159,"""SC"""
19160,"""SC"""
19161,"""SC"""
19162,"""SC"""
19163,"""SC"""
19164,"""SC"""
19165,"""SC"""
19166,"""SC"""
19167,"""SC"""
19168,"""SC"""
19169,"""SC"""
19170,"""SC"""
19171,"""SC"""
19172,"""SC"""
19173,"""SC"""
19174,"""SC"""
19175,"""SC"""
19176,"""SC"""
19177,"""SC"""
19178,"""SC"""
19179,"""SC"""
19180,"""SC"""
19181,"""SC"""
19182,"""SC"""
19183,"""SC"""
19184,"""SC"""
19185,"""SC"""
19186,"""SC"""
19187,"""SC"""
19188,"""SC"""
19189,"""SC"""
19190,"""SC"""
19191,"""SC"""
19192,"""SC"""
19193,"""SC"""
19194,"""SC"""
19195,"""SC"""
19196,"""SC"""
19197,"""SC"""
19198,"""SC"""
19199,"""SC"""
19200,"""SC"""
19201,"""SC"""
19202,"""SC"""
19203,"""SC"""
19204,"""SC"""
19205,"""SC"""
19206,"""SC"""
19207,"""SC"""
19208,"""SC"""
19209,"""SC"""
19210,"""SC"""
19211,"""SC"""
19212,"""SC"""
19213,"""SC"""
19214,"""SC"""
19215,"""SC"""
19216,"""SC"""
19217,"""SC"""
19218,"""SC"""
19219,"""SC"""
19220,"""SC"""
19221,"""SC"""
19222,"""SC"""
19223,"""SC"""
19224,"""SC"""
19225,"""SC"""
19226,"""SC"""
19227,"""SC"""
19228,"""SC"""
19229,"""SC"""
19230,"""SC"""
19231,"""SC"""
19232,"""SC"""
19233,"""SC"""
19234,"""SC"""
19235,"""SC"""
19236,"""SC"""
19237,"""SC"""
19238,"""SC"""
19239,"""SC"""
19240,"""SC"""
19241,"""SC"""
19242,"""SC"""
19243,"""SC"""
19244,"""SC"""
19245,"""SC"""
19246,"""SC"""
19247,"""SC"""
19248,"""SC"""
19249,"""SC"""
19250,"""SC"""
19251,"""SC"""
19252,"""SC"""
19253,"""SC"""
19254,"""SC"""
19255,"""SC"""
19256,"""SC"""
19257,"""SC"""
19258,"""SC"""
19259,"""SC"""
19260,"""SC"""
19261,"""SC"""
19262,"""SC"""
19263,"""SC"""
19264,"""SC"""
19265,"""SC"""
19266,"""SC"""
19267,"""SC"""
19268,"""SC"""
19269,"""SC"""
19270,"""SC"""
19271,"""SC"""
19272,"""SC"""
19273,"""SC"""
19274,"""SC"""
19275,"""SC"""
19276,"""SC"""
19277,"""SC"""
19278,"""SC"""
19279,"""SC"""
19280,"""SC"""
19281,"""SC"""
19282,"""SC"""
19283,"""SC"""
19284,"""SC"""
19285,"""SC"""
19286,"""SC"""
19287,"""SC"""
19288,"""SC"""
19289,"""SC"""
19290,"""SC"""
19291,"""SC"""
19292,"""SC"""
19293,"""SC"""
19294,"""SC"""
19295,"""SC"""
19296,"""SC"""
19297,"""SC"""
19298,"""SC"""
19299,"""SC"""
19300,"""SC"""
19301,"""SC"""
19302,"""SC"""
19303,"""SC"""
19304,"""SC"""
19305,"""SC"""
19306,"""SC"""
19307,"""SC"""
19308,"""SC"""
19309,"""SC"""
19310,"""SC"""
19311,"""SC"""
19312,"""SC"""
19313,"""SC"""
19314,"""SC"""
19315,"""SC"""
19316,"""SC"""
19317,"""SC"""
19318,"""SC"""
19319,"""SC"""
19320,"""SC"""
19321,"""SC"""
19322,"""SC"""
19323,"""SC"""
19324,"""SC"""
19325,"""SC"""
19326,"""SC"""
19327,"""SC"""
19328,"""SC"""
19329,"""SC"""
19330,"""SC"""
19331,"""SC"""
19332,"""SC"""
19333,"""SC"""
19334,"""SC"""
19335,"""SC"""
19336,"""SC"""
19337,"""SC"""
19338,"""SC"""
19339,"""SC"""
19340,"""SC"""
19341,"""SC"""
19342,"""SC"""
19343,"""SC"""
19344,"""SC"""
19345,"""SC"""
19346,"""SC"""
19347,"""SC"""
19348,"""SC"""
19349,"""SC"""
19350,"""SC"""
19351,"""SC"""
19352,"""SC"""
19353,"""SC"""
19354,"""SC"""
19355,"""SC"""
19356,"""SC"""
19357,"""SC"""
19358,"""SC"""
19359,"""SC"""
19360,"""SC"""
19361,"""SC"""
19362,"""SC"""
19363,"""SC"""
19364,"""SC"""
19365,"""SC"""
19366,"""SC"""
19367,"""SC"""
19368,"""SC"""
19369,"""SC"""
19370,"""SC"""
19371,"""SC"""
19372,"""SC"""
19373,"""SC"""
19374,"""SC"""
19375,"""SC"""
19376,"""SC"""
19377,"""SC"""
19378,"""SC"""
19379,"""SC"""
19380,"""SC"""
19381,"""SC"""
19382,"""SC"""
19383,"""SC"""
19384,"""SC"""
19385,"""SC"""
19386,"""SC"""
19387,"""SC"""
19388,"""SC"""
19389,"""SC"""
19390,"""SC"""
19391,"""SC"""
19392,"""SC"""
19393,"""SC"""
19394,"""SC"""
19395,"""SC"""
19396,"""SC"""
19397,"""SC"""
19398,"""SC"""
19399,"""SC"""
19400,"""SC"""
19401,"""SC"""
19402,"""SC"""
19403,"""SC"""
19404,"""SC"""
19405,"""SC"""
